text,label,FC,CC,TU,CP,R,DU,EE,FR
"Q: What is the difference between a data member and a local variable inside a member function?
A: Data members are declared inside the class, but outside of any member functions. Unlike with local variables, each object of the class keeps its own copy of the data members stored in memory.",1,Positive,unknown,Positive,Positive,Positive,Positive,unknown,Positive
"Q: What is a pointer?
A: a pointer holds a memory location",1,unknown,Negative,unknown,unknown,Positive,Negative,Negative,Positive
"Q: What does a function signature include?
A: A function signature includes the name of the function and the types of its arguments",1,Positive,Positive,unknown,Positive,Positive,Positive,Negative,Positive
"Q: What are the main operations associated with a stack?
A: Push() Pop() Full() IsEmpty()",1,unknown,Positive,Positive,Positive,Positive,unknown,Negative,Positive
"Q: How many constructors can be created for a class?
A: One",0,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Positive
"Q: What is the role of a header-file?
A: Allow compiler to recognize the classes when used elsewhere",1,unknown,Negative,Positive,unknown,Positive,Negative,Negative,Positive
"Q: What are the elements typically included in a class definition?
A: functions and data members",1,Positive,Positive,unknown,Positive,Positive,Positive,Negative,Positive
"Q: What does the sizeof operator return?
A: it returns the size of the argument passed in",1,unknown,unknown,unknown,unknown,Positive,unknown,Negative,Positive
"Q: What is a queue?
A: is a particular kind of collection in which the entities in the collection are kept in order and the principal (or only) operations on the collection are the addition of entities to the rear terminal position and removal of entities from the front terminal position. First in First Out (FIFO Method).",1,Positive,Positive,Positive,Positive,Positive,Positive,unknown,Positive
"Q: How can you implement a queue with a list?
A: Use a linked list with 2 pointers, one to the front and one to the back. As long as back != front, the queue is not empty.",1,unknown,Negative,Positive,Negative,Positive,Negative,Negative,Positive
"Q: What is a queue?
A: A waiting list of items that operation in a FIFO (first in first out) order.",1,unknown,unknown,unknown,unknown,Positive,unknown,Negative,Positive
"Q: What is a variable?
A: A variable is the location in a computer's memory where a value can be stored for use by a program.",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: How are overloaded functions differentiated by the compiler?
A: The compiler differentiates overloaded functions by their signature.",1,Positive,unknown,Positive,unknown,Positive,unknown,Negative,Positive
"Q: What is the scope of global variables?
A: A global variable is an identifier that retains it's value throughout the execution of the program. It has file scope.",1,Positive,Positive,Positive,Positive,unknown,Positive,unknown,unknown
"Q: What does the star (*) operator return?
A: The value stored in the object being pointed to.",1,Negative,Negative,unknown,unknown,Positive,Negative,Negative,Positive
"Q: How can you implement a queue with a list?
A: temp-&gt;next= NULL;       if (front)  { (rear) -&gt; next= temp;}       else front = temp;       rear = temp;   }",1,unknown,Negative,unknown,Negative,Positive,unknown,unknown,Positive
"Q: What is typically included in a class definition?
A: Member functions and data members.",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What is the difference between an array declared as static, and one that is not?
A: A program intializes static local arrays when their declarations are first encountered.  If a static array is not initialized explicityly by the programmer, earch element of that array is intialized to zero by the compiler when the array is created.  Non-static array members cannot be initialized at all in C++.",1,Negative,unknown,unknown,Negative,Positive,Negative,unknown,Positive
"Q: How are overloaded functions differentiated by the compiler?
A: it creates a set of candidate functions then a set of viable functions",0,unknown,Negative,Positive,unknown,Positive,unknown,Negative,Positive
"Q: Where are variables declared in a C++ program?
A: anywhere in the code, can be at the top, or in the middle of the code, or anywhere.",0,Positive,Negative,Negative,unknown,Positive,Negative,Negative,unknown
"Q: What is the Euler tour traversal of a tree?
A: The Euler traveral is when you go through a tree looking for nodes to put in the order of left, root, right. Like inOrder traversal.",1,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Positive
"Q: Briefly describe in one sentence how does merge sort work?
A: Divide into two sublists and then those sublists break into length 1, then merges the sublists sorted.",1,Positive,Positive,Positive,unknown,Positive,Positive,Negative,Positive
"Q: How can you implement a stack with a list?
A: have the head of the list be the last item added, and a push just adds a new head.",1,Positive,unknown,Positive,Positive,Positive,unknown,Negative,Positive
"Q: What are the two different ways of specifying the length of an array?
A: 1. Declare the length of the array (int array[10];) 2. Initialize the array (int array[] = {0, 1, 2, 3}; //compiler will assume size of 4)",1,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive
"Q: What is the main difference between strings declared using the type string versus strings declared using an array of characters?
A: Strings declared using the type string can vary in length. Strings declared using an array of characters can not extend past the array length.",1,unknown,Negative,Positive,Positive,unknown,unknown,Negative,Positive
"Q: What is a function pointer?
A: Pointer variables that point to function addresses.",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What is the difference between a constructor and a function?
A: A constructor is called whenever a new object of that class is made.",1,Positive,Negative,Positive,Positive,Positive,Negative,Negative,Positive
